,,,,,,,
ISO 9001:2015 CERTIFIED,,,,,,,
CUSTOMS AND BORDER CONTROL DEPARTMENT,,,,,,,
MODEL,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) 
ALFA ROMEO,,,,,,,
,,,,,,,
HILUX YN85,1812,SCAB,4WD,,Petrol, ,"1,766,800"
HILUX  LN 85/100/107/145,2446,SCAB,4WD,,Diesel,,"1,584,804"
HILUX LN147,2980,SCAB,4WD,,Diesel,,"1,899,000"
HILUX LN166,2779,DCAB,4WD,,Petrol,2.75T,"2,433,000"
HILUX LN167,2980,DCAB,4WD,,Diesel,,"3,071,000"
HILUX 2.8L High Spec 1GD GUN126-DNFMHN MT,2800 ,D/CAB,4WD,,Diesel,,"7,324,000"
HILUX 2.8L High Spec GUN126 1GD -DNTMHN AT,2800 ,D/CAB,4WD,,Diesel,,"7,656,000"
HILUX 2.8L Mid Spec GUN126 1GD-DNTSHN AT,2800 ,D/CAB,4WD,,Diesel,,"6,820,000"
HILUX Basic   2GD GUN125R-BNFXHN,2400 ,S/CAB,4WD,,Diesel,,"4,823,839"
HILUX Basic   2GD GUN125R-BNFXHN MT,2400 ,S/CAB,4WD,,Diesel,,"4,230,000"
HILUX Std 2GD GUN135R-BNFXHN,2500 ,S/CAB,2WD,,Diesel,,"3,400,000"
HILUX  2GD GUN135R-BJFXHJ M/T,2400 ,S/CAB,2WD,,Diesel,,"3,200,000"
HILUX Std 2GD GUN125R-BNFSHN m/t,2400 ,S/CAB,4WD,,Diesel,,"4,510,000"
HILUX base  2GD GUN125R-DNFXHN m/t,2400 ,D/CAB,4WD,,Diesel,,"4,800,000"
HILUX base  2GD GUN125R-Djfxhj m/t,2400 ,D/CAB,4WD,,Diesel,,"5,190,000"
HILUX Deluxe  2GD GUN125R-DNFSHN,2400 ,D/CAB,4WD,,Diesel,,"5,950,000"
HILUX   2GD GUN125R-DNtSHN auto,2400 ,D/CAB,4WD,,Diesel,,"6,190,000"
HILUX MID SPEC 2GD GUN126R-DNTSHN AUTO,2400 ,D/CAB,4WD,,Diesel,,"6,195,000"
HILUX HIGH SPEC 1GD GUN126R-DNFMHN MANUAL,2800 ,D/CAB,4WD,,Diesel,,"6,860,000"
HILUX HIGH SPEC 1GD GUN126R-DNTMHN AUTO,2800 ,D/CAB,4WD,,Diesel,,"7,320,000"
HILUX  KUN15R-TRMDYN,2500,SCAB,4X2,,Diesel,,"2,821,300"
HILUX KUN16R,3000,SCAB,4X2,,Diesel,,"4,257,762"
HILUX  KUN25R-TRMDYN,2500,SCAB,4X2,,Diesel,,"3,438,604"
HILUX  KUN25 DELUXE,2500,EXT CAB,4X4,,Diesel,,"4,573,344"
HILUX  KUN25R-PRMDHN DELUXE,2500,DCAB,4X4,,Diesel,,"4,716,110"
HILUX  KUN25R-PRMDHN-STD,2500,DCAB,4X4,,Diesel,,"4,212,103"
HILUX  KUN35R-PRMDHN,2500,DCAB,4X2,,Diesel,,"3,842,575"
HILUX  KUN26R-PRPSYN DELUXE IKD AUTOMATIC,3000,DCAB,4X4,,Diesel,,"5,869,861"
HILUX  KUN26R-PRMSYN DELUXE IKD MANUAL,3000,DCAB,4X4,,Diesel,,"5,403,999"
HILUX 3L  KUN126R-DNFMYN MANUAL,3000,DCAB,4X4,,Diesel,,"6,625,208"
HILUX 3L  KUN126R-DNAMYN AT,3000,DCAB,4X4,,Diesel,,"7,007,431"
HILUX 2.5L  KUN125R-DNFSYN,2500,DCAB,4X4,,Diesel,,"5,607,000"
HILUX 2.5L  KUN125R-BNFSYN,2500,S/CAB,4X4,,Diesel,,"4,384,800"
HILUX  2.5L KUN122R-BNMXYN,2500,S/CAB,4X2,,Diesel,,"3,040,000"
HILUX  TGN15R-TRMDKN,1998,S/CAB,4X2,,Petrol,,"2,844,262"
HILUX  TGN26R - Manual,2700,DCAB,4X4,,Diesel,,"5,282,658"
HILUX  TGN26R - Auto,2700,DCAB,4X4,,Petrol,,"5,026,000"
Hilux Surf 3.0,2990,S/WAGON,4WD,,Diesel,,"5,146,150"
Hilux Surf 2.7,2690,S/WAGON,4WD,,Petrol,,"4,350,000"
Innova 1.5,1491,S/WAGON,2WD,,Petrol,,"3,159,000"
Innova 2.0,1998,S/WAGON,2WD,,Petrol,,"3,990,450"
Innova 2.5,2500,S/WAGON,2WD,,Diesel,,"4,993,056"
IPSUM 2.4,2400,S/WAGON,2WD,,Petrol,,"3,300,000"
iq,1320,S/WAGON,2WD,,Petrol,,"3,731,661"
ISIS,1990,S/WAGON,2WD,,Petrol,,"2,350,000"
Ist/Scion,997,HATCHBACK,2wd,,Petrol,,"1,408,836"
Ist/Scion,1300,HATCHBACK,2wd,,Petrol,,"1,837,000"
Kluger 2.4 4WD,2400,S/WAGON,4WD,,Petrol,,"4,817,055"
Kluger 2.4 4WD,3500,S/WAGON,4WD,,Petrol,,"4,817,055"
Kluger 2.4 2WD,2400,S/WAGON,2WD,,Petrol,,"4,480,982"
Land Cruiser UZJ 200/100,4700,S/WAGON,4WD,,Petrol,,"10,791,000"
Land Cruiser GDJ150,2750,S/WAGON,4WD,,Diesel,,"9,732,000"
Land Cruiser GDJ151,2750,S/WAGON,4WD,,Diesel,,"11,768,408"
Land Cruiser HDJ 100 /101,4200,S/WAGON,4WD,,Diesel,,"9,234,000"
Land Cruiser HDJ 80/81,4200,S/WAGON,4WD,,Diesel,,"6,370,000"
Land Cruiser KDJ95/KZJ95/KZJ78,2982,S/WAGON,4WD,,Diesel,,"5,307,000"
Land Cruiser KDJ120 GKMEYN  GX TYPE STD,2982,S/WAGON,4WD,,Diesel,,"6,337,000"
Land Cruiser KDJ120 GKMEYN  GX TYPE FULLY LOADED,2982,S/WAGON,4WD,,Diesel,,"7,212,000"
Land Cruiser KDJ125W AUTO TURBO,2982,S/WAGON,4WD,,Diesel,,"6,920,000"
Land Cruiser KDJ150-GKAEY VX,2982,S/WAGON,4WD,,Diesel,,"11,934,718"
Land Cruiser KDJ150-GKAEY AT VX-L,2982,S/WAGON,4WD,,Diesel,,"13,990,000"
Land Cruiser KDJ150-GKAEY AT TX-L,2982,S/WAGON,4WD,,Diesel,,"10,930,000"
Land Cruiser KDJ150-GKAFY MT TX-L,2982,S/WAGON,4WD,,Diesel,,"10,220,000"
Land Cruiser KDJ150-GKMEE MT LJ,2982,S/WAGON,4WD,,Diesel,,"9,676,000"
Land Cruiser KZJ120R-GKMETQ TD Manual,3000,S/WAGON,4WD,,Diesel,,"6,045,000"
Land Cruiser KZJ120R-GKPETQ TD Auto (GX),3000,S/WAGON,4WD,,Diesel,,"7,506,000"
Land Cruiser VZJ,3400,S/WAGON,4WD,,Petrol,,"6,051,000"
Land Cruiser RZJ,2690,S/WAGON,4WD,,Petrol,,"4,781,000"
Land Cruiser GRJ79/76K-DKMNK,4000,DCAB,4WD,,Diesel,,"9,873,000"
Land Cruiser 1HZ 4 Door Hardtop-  HZJ76R-RKMRS  ,4164,S/WAGON,4WD,,Diesel,,"9,770,000"
Landcruiser Pick up 1HZ  HZJ76R-RKMRS MT,4200 ,D/CAB,4WD,,DIESEL,,"9,850,000"
Land Cruiser HZJ 78R - RJMRS (TRAVERSE) Hardtop,4164,S/WAGON,4WD,6,Diesel,,"8,421,000"
Land Cruiser 1HZ (TROOP CARRIER)   HZJ 78R-RJMRS Hardrop,4164,S/WAGON,4WD,13,Diesel,,"9,720,000"
Land Cruiser HZJ 79R-TJMRS 4X4 Safari cruiser (without Conversion) ,4164,SCAB,4WD,,Diesel,,"5,018,000"
Landcruiser Pick up 1HZ  HZJ79R-DKMRS MT,4200 ,D/CAB,4WD,,DIESEL,,"9,660,000"
Land Cruiser HZJ 79R-TJMRS 4X4 Pick up,4164,SCAB,4WD,,Diesel,,"7,830,000"
Land Cruiser HZJ 105R - GNMNS,4164,S/WAGON,4WD,,Diesel,,"6,370,000"
Land Cruiser HZJ 80R - GNMNS,4164,S/WAGON,4WD,,Diesel,,"6,370,000"
Land Cruiser (HZJ 105R-GCMRS),4164,S/WAGON,4WD,,Diesel,,"6,012,000"
Land Cruiser LJ78,2446,S/WAGON,4WD,,Diesel,,"4,707,000"
Land Cruiser LJ95,2800,S/WAGON,4WD,,Diesel,,"5,388,000"
Land Cruiser LJ120R-GKMEE(STD) 3.0L L/cruiser prado  STD spec ,3000,S/WAGON,4WD,,Diesel,,"5,801,000"
Land Cruiser LJ120R-GKMEE L/cruiser prado (fully loaded),3000,S/WAGON,4WD,,Diesel,,"6,050,000"
Land Cruiser LJ150R-GKMEE(STD) 3.0L L/cruiser prado TX,2986,S/WAGON,4WD,,Diesel,,"7,757,102"
Land Cruiser LJ150R-GKMEE MT 3.0L L/cruiser prado LJ,2986,S/WAGON,4WD,,Diesel,,"9,995,000"
Land Cruiser TRJ120R-GKMEK(A) 2.7L L/cruiser prado STD,2694,S/WAGON,4WD,,Petrol,,"5,047,000"
Land Cruiser TRJ120R-GKMEK(A) 2.7L L/cruiser prado spec B(fully loaded),2694,S/WAGON,4WD,,Petrol,,"5,393,000"
Land Cruiser TRJ125,2694,S/WAGON,4WD,,Petrol,,"5,123,000"
Land Cruiser TRJ150R-GKMEE(A) 2.7L L/cruiser prado TX-L,2695,S/WAGON,4WD,,Petrol,,"7,974,000"
Land Cruiser URJ201/202-(FABRIC SEATS) UR-FE/GX ,4600,S/WAGON,4WD,,Petrol,,"14,400,000"
Land Cruiser URJ201/202-GNZGKQ  ,5663,S/WAGON,4WD,,Petrol,,"26,920,000"
Lancruiser Cruiser URJ202R-GNTEKQ   AX,4600,S/WAGON,4WD,,Petrol,,"16,679,000"
Lancruiser Cruiser URJ202R-GNTEKQ   VX,4608,S/WAGON,4WD,,Petrol,,"19,890,000"
Lancruiser Cruiser URJ202R-GNTEKQ ZX,4608,S/WAGON,4WD,,Petrol,,"19,890,000"
Lancruiser Cruiser URJ202R-SAHARA,4608,S/WAGON,4WD,,Petrol,,"22,838,000"
Land Cruiser Prado (GX) GRJ120,4000,S/WAGON,4WD,,Petrol,,"8,905,000"
Land Cruiser Prado (GX) GRJ120,4000,S/WAGON,4WD,,Diesel,,"9,960,000"
Land Cruiser Prado (TX) GRJ150,3950,S/WAGON,4WD,,Petrol,,"10,322,000"
Land Cruiser Prado (TX) GRJ151,3950,S/WAGON,4WD,,Petrol,,"10,686,000"
Land Cruiser VDJ 76 LX,4500,S/WAGON,4WD,,Diesel,,"11,865,000"
Land Cruiser VDJ200R-KDMRZ-MANUAL STD,4500,S/WAGON,4WD,,Diesel,,"15,139,000"
Land Cruiser VDJ79R Mnual,4500,SCAB,4WD,,Diesel,,"6,633,000"
Land Cruiser VDJ 76 LX . VDJ76R-RKMNYQ,4500,S/WAGON,4WD,,Diesel,,"11,865,000"
Land Cruiser VDJ200R-GNMNZ GX MANUAL,4461,S/WAGON,4WD,,Petrol,,"14,159,000"
Land Cruiser VDJ200R-GNTNZ  GX AUTO,4461,S/WAGON,4WD,,Diesel,,"15,289,000"
Land Cruiser VDJ200R-GNTEZ-VX AT,4500,S/WAGON,4WD,,Diesel,,"18,907,000"
Land Cruiser VDJ200R-GNTEZ-VX MANUAL,4500,S/WAGON,4WD,,Diesel,,"16,839,000"
Landcruiser 1VD VDJ200R-GNTAZ GXR  AT,4500 ,S/WAGON,4WD,,DIESEL,,"15,930,000"
Lancruiser Cruiser VDJ200R-GNTVZ VXR AT ,4500,S/WAGON,4WD,,Diesel,,"20,800,000"
Landcruiser 1UR URJ200R-GNTEKQ VX AT,4700 ,S/WAGON,4WD,,PETROL,,"19,890,000"
LANDRUISER FJ62/GSJ15W,3956,S/WAGON,4WD,,Petrol,,"5,158,067"
Marino,1590,SALOON,2wd,,Petrol,,"1,665,000"
Mark II 1.8,1800,SALOON,2wd,,Petrol,,"2,342,976"
Mark II 2.0,2000,SALOON,2wd,,Petrol,,"2,609,100"
Mark II BLIT,2000,S/WAGON,2wd,,Petrol,,"3,147,210"
Mark II ZIO,2400,S/WAGON,2wd,,Petrol,,"3,985,740"
Mark X 2WD AUTO,2500,SALOON,2wd,,Petrol,,"4,290,457"
Mark X 4WD AUTO,2500,SALOON,4WD,,Petrol,,"4,704,342"
Mark X 4WD AUTO,3500,SALOON,4WD,,Petrol,,"6,142,310"
Mark X ZIO 2WD AUTO,2400,S/WAGON,2wd,,Petrol,,"4,283,819"
Mark X ZIO 4WD AUTO,2400,S/WAGON,4WD,,Petrol,,"4,697,449"
Mark X ZIO 2WD AUTO,3500,S/WAGON,2wd,,Petrol,,"5,985,468"
Mirage 2.0,1990,SALOON,2wd,,Petrol,,"2,609,100"
MR2/ MR-S Convertible 1.8,1790,HATCHBACK,2wd,,Petrol,,"3,380,617"
NADIA,1990,S/WAGON,2WD,,Petrol,,"2,350,000"
Noah /Voxy,2000,VAN,2wd,,Petrol,,"4,353,480"
Noah /Voxy,2000,VAN,4WD,,Petrol,,"4,666,680"
Opa,1790,S/WAGON,2wd,,Petrol,,"2,600,000"
PREVIA,2362,S/WAGON,2wd,,Petrol,,"3,300,000"
Rush 1.5G AUTO 2WD,1500,S/WAGON,2WD,,Petrol,,"2,680,150"
Rush 1.5G MANUAL 4WD,1500,S/WAGON,4WD,,Petrol,,"2,838,963"
Rush 1.5S AUTO 4WD,1500,S/WAGON,4WD,,Petrol,,"2,902,793"
Rush 1.5M Dual VVTI 4A/T F800RE-GQMF ,1500,S/WAGON,4WD,,Petrol,,"3,140,000"
Rush 1.5M Dual VVTI 4A/T F800RE-GQGF ,1500,S/WAGON,4WD,,Petrol,,"3,360,000"
Rav4/Vanguard ACA21 Manual,2000,S/WAGON,4WD,,Petrol,,"3,280,000"
Rav4/Vanguard ACA21 Auto,2000,S/WAGON,4WD,,Petrol,,"3,500,000"
Rav4/Vanguard ACA30/31/36 Manual,2000,S/WAGON,4WD,,Petrol,,"5,091,690"
Rav4/Vanguard ACA30/31/36 Auto,2000,S/WAGON,4WD,,Petrol,,"5,280,459"
Rav4/Vanguard  ACA30/31/36 (Auto),2400,S/WAGON,4WD,,Petrol,,"5,430,000"
Rav4/Vanguard  ACA30/31/36(Manual),2400,S/WAGON,4WD,,Petrol,,"5,157,000"
Rav4/Vanguard  ZSA42R-ANXXKQ CVT Low grade (Fabric),2000,S/WAGON,2WD,,Petrol,,"4,063,000"
Rav4/Vanguard  ZSA42R-ANXGKQ CVT High grade (Leather),2000,S/WAGON,2WD,,Petrol,,"4,858,000"
Rav4/Vanguard  ASA44R - ANFGKQ MT (Leather),2400,S/WAGON,4WD,,Petrol,,"5,319,000"
Rav4/Vanguard  ASA44R - ANTGKQ AUTO (Leather),2400,S/WAGON,4WD,,Petrol,,"5,580,000"
Rav4/Vanguard  ZSA42R-ANYXK CVT STD,2000,S/WAGON,4X2,,Petrol,,"4,200,000"
Rav4/Vanguard  ZSA42R-ANYGK CVT DLX,2000,S/WAGON,4X2,,Petrol,,"5,691,000"
Rav4/Vanguard  ZSA44R-ANxgpw CVT DLX,2000,S/WAGON,4X2,,Petrol,,"5,691,000"
Rav4/Vanguard  ZSA42R-ANYMK CVT MID,2000,S/WAGON,4X4,,Petrol,,"5,302,500"
Rav4/Vanguard  ZSA42R-ANYGK CVT DLX,2000,S/WAGON,4X4,,Petrol,,"6,384,000"
Rav4/Vanguard  ALA49,2231,S/WAGON,4X4,,Diesel,,"7,215,818"
Rav4/Vanguard  GSA33,3450,S/WAGON,4X4,,Petrol,,"7,805,625"
rav4/vanguard cvt std MXXXA52R-ANXXB,2000,S/WAGON,4x2,,Petrol,,"5,110,000"
rav4/vanguard cvt MID+ MXXXA54R-ANXMB,2000,S/WAGON,4x4,,Petrol,,"5,600,000"
rav4/vanguard cvt DLX ADVENTURE AXAA54R-ANZVB,2500,S/WAGON,4x4,,Petrol,,"6,700,000"
Sienta,1490,S/WAGON,2wd,,Petrol,,"1,772,989"
spade,1490,S/WAGON,2WD,,Petrol,,"1,772,984"
SPADE DBA-NSP140,1329,S/WAGON,2WD,,PETROL,," 1,595,686 "
Liteace,1500,VAN,2wd,,Petrol,,"3,241,620"
Liteace,1500,VAN,4WD,,Petrol,,"3,554,820"
Liteace,1500,TRK,2wd,,Petrol,,"3,189,670"
Liteace,1500,TRK,4WD,,Petrol,,"3,502,870"
Town Ace 1.8,1780,VAN,2wd,,Petrol,,"3,846,723"
Town Ace 2.0,2000,VAN,2wd,,Petrol,,"4,322,160"
Town Ace 2.0,2000,VAN,4wd,,Petrol,,"4,739,760"
Town Ace 2.2,2180,VAN,2wd,,Petrol,,"4,711,154"
Town Ace 2.2,2180,VAN,4wd,,Petrol,,"5,166,339"
Toyoace,1780,VAN,2wd,,Petrol,,"3,529,103"
Toyoace,2000,tRK,2wd,,Petrol,,"2,450,000"
Toyoace TRUCK,4000,TRK,2wd,,Diesel,,"3,955,896"
Pixis Toyoace,650,TRK,2wd,,Petrol,,"1,474,046"
Spacio 1.5,1490,S/WAGON,2wd,,Petrol,,"1,929,225"
Spacio 1.6,1600,S/WAGON,2wd,,Petrol,,"2,057,722"
Spacio 1.9,1880,S/WAGON,2wd,,Petrol,,"2,417,824"
Dyna 3.7,3660,TRK,2wd,,Diesel,,"2,619,645"
Dyna 4.0,4000,BUS,2wd,,Diesel,,"2,863,000"
Dyna 2.0,2000,TRK,2wd,,Diesel,,"2,447,575"
Passo,1000,HATCHBACK,2wd,,Petrol,,"1,408,037"
Passo,1300,HATCHBACK,2wd,,Petrol,,"1,837,000"
Platz 1.0,997,HATCHBACK,2wd,,Petrol,,"1,408,836"
Platz 1.3,1300,HATCHBACK,2wd,,Petrol,,"1,637,000"
Porte,1490,S/WAGON,2WD,,Petrol,,"1,772,984"
Prius Hybrid,1500,HATCHBACK,2wd,,Petrol,,"3,828,425"
Prius Hybrid,1800,HATCHBACK,2wd,,Petrol,,"4,594,110"
Prius Hybrid,1800,HATCHBACK,4WD,,Petrol,,"4,938,828"
Probox 1.5,1490,S/WAGON,2wd,,Petrol,,"1,755,000"
Probox 1.4,1360,S/WAGON,2wd,,Petrol,,"1,601,879"
Probox 1.3,1290,S/WAGON,2wd,,Petrol,,"1,519,430"
Allion/Premio T240 1.5L,1490,SALOON,2wd,,Petrol,,"2,704,600"
Allion/Premio T240 1.8L,1800,SALOON,2wd,,Petrol,,"3,269,700"
Allion/Premio T240 2.0L,2000,SALOON,2wd,,Petrol,,"3,633,000"
Allion/Premio T260 1.5L,1490,SALOON,2wd,,Petrol,,"3,366,900"
Allion/Premio T260 1.8L,1800,SALOON,2wd,,Petrol,,"3,680,100"
Allion/Premio T260 1.8L,1800,SALOON,4wd,,Petrol,,"3,993,300"
Allion/Premio T260 2.0L,2000,SALOON,2wd,,Petrol,,"4,149,900"
Allion/Premio T261 2.0L,1980,SALOON,4wd,,Petrol,,"4,979,904"
Allion/Premio T265 1.8L,1790,SALOON,4wd,,Petrol,,"4,502,039"
Ractis 1.0,997,HATCHBACK,2wd,,Petrol,,"1,408,836"
Ractis 1.3,1300,HATCHBACK,2wd,,Petrol,,"1,837,000"
Ractis 1.5,1490,HATCHBACK,2wd,,Petrol,,"2,105,485"
RAUM 1.3,1290,S/WAGON,2wd,,Petrol,,"1,750,000"
RAUM 1.5,1490,S/WAGON,2wd,,Petrol,,"1,950,000"
RUNX 1.5,1490,S/WAGON,2wd,,Petrol,,"1,950,000"
Scion,997,HATCHBACK,2wd,,Petrol,,"1,408,836"
Scion,1300,HATCHBACK,2wd,,Petrol,,"1,637,000"
Scion xB/  Toyota bB,1300,HATCHBACK,2wd,,Petrol,,"1,837,000"
Sprinter,1590,SALOON,2wd,,Petrol,,"1,865,500"
Sprinter,1490,SALOON,2wd,,Petrol,,"1,750,000"
Sprinter,1300,SALOON,2wd,,Petrol,,"1,562,081"
Succeed 2.0,1990,S/WAGON,2wd,,Petrol,,"2,350,000"
Succeed 1.5,1490,S/WAGON,2wd,,Petrol,,"1,759,548"
Verso,1300,S/WAGON,2wd,,Petrol,,"1,837,000"
Vios,1490,SALOON,2wd,,Petrol,,"2,195,000"
VISTA 2.0,1998,SALOON,2wd,,Petrol,,"2,850,000"
VISTA 2.0,1999,S/WAGON,2wd,,Petrol,,"2,850,000"
Verossa,2000,SALOON,2wd,,Petrol,,"2,950,000"
VITZ DBA-KSP90,1000,HATCHBACK,2wd,,Petrol,,"1,655,700"
VITZ DBA-KSP90,1300,HATCHBACK,2wd,,Petrol,,"1,846,304"
VITZ DBA‐NCP91,1500,HATCHBACK,2WD,,Petrol,,"2,160,000"
VITZ DBA-KSP130,1300,HATCHBACK,2wd,,Petrol,,"1,872,000"
VITZ DBA-KSP130,990,HATCHBACK,2wd,,Petrol,,"1,639,143"
VITZ DBA-NSP135,1320,HATCHBACK,4WD,,Petrol,,"1,900,800"
Voltz,1800,S/WAGON,2wd,,Petrol,,"2,600,000"
Wish ZGE22W 1.8,1800,S/WAGON,2wd,,Petrol,,"3,871,441"
Wish ZGE22W 2.0,2000,S/WAGON,2wd,,Petrol,,"4,301,171"
Wish ZGE25W 1.8,1800,S/WAGON,4wd,,Petrol,,"4,078,241"
Will VI,1300,HATCHBACK,2wd,,Petrol,,"1,469,000"
Will CYPHA,1500,HATCHBACK,2wd,,Petrol,,"1,952,368"
Yaris,1490,SALOON,2wd,,Petrol,,"2,195,000"
SAI - Hybrid,2360,SALOON,2wd,,Petrol,,"5,500,000"
LEXUS,,,,,,,
,,,,,,,
CT200H- Hybrid,1800,HATCHBACK,4WD,,Petrol,,"7,332,344"
LX450,4500,S/WAGON,4WD,,Diesel,,"21,659,333"
LX460,4600,S/WAGON,4WD,,Petrol,,"19,071,967"
LX470,4700,S/WAGON,4WD,,Petrol,,"19,486,574"
LX 570  UR-FE LX570 V8 6SPEED,5700,S/WAGON,4WD,,Petrol,,"24,570,000"
3UR AT URJ201R-GNZGKQ AT,5700,S/WAGON,4WD,,Petrol,,"26,920,000"
GX 460,4600,S/WAGON,4WD,,Petrol,,"19,488,741"
NX 200T,2000,S/WAGON,4WD,,Petrol,,"7,543,173"
NX 300H CVT,2500,S/WAGON,4WD,,Petrol,,"9,183,058"
IS/AS 200 XE10/ALTEZZA,2000,SALOON,2wd,,Petrol,,"7,108,698"
IS200D,2200,SALOON,2wd,,Diesel,,"7,748,481"
IS250 V6,2500,SALOON,2wd,,Petrol,,"8,885,873"
AS300 GITA CE10/ALTEZZA,3000,S/WAGON,2wd,,Petrol,,"10,663,047"
IS300 V6,3000,SALOON,2wd,,Petrol,,"7,871,140"
IS350 V6,3500,SALOON,2wd,,Petrol,,"9,948,858"
GS350 V6,3500,SALOON,2wd,,Petrol,,"12,080,760"
GS350 V6,3500,SALOON,4WD,,Petrol,,"12,436,116"
IS F V8 XE20,5000,SALOON,2wd,,Petrol,,"14,212,654"
GS450H,3500,SALOON,2wd,,Petrol,,"14,009,589"
RX270,2670,S/WAGON,4WD,,Petrol,,"8,430,454"
RX300,3000,S/WAGON,4WD,,Petrol,,"9,472,420"
RX350,3500,S/WAGON,4WD,,Petrol,,"11,972,823"
RX400h- Hybrid,3300,S/WAGON,4wd,,Petrol,,"11,773,065"
RX450h - Hybrid,3500,S/WAGON,4WD,,Petrol,,"12,486,584"
VAUXHALL,,,,,,,
,,,,,,,
Brava ,2499,D/CAB,4X4,,Petrol,,"2,920,716"
INSGNIA,2000,SALOON,2wd,,Petrol,,"2,913,911"
INSGNIA cdti,2000,SALOON,2wd,,Diesel,,"2,751,657"
INSGNIA cdti  elite,2000,SALOON,2wd,,Diesel,,"2,887,260"
INSGNIA,2000,S/WAGON,2wd,,Petrol,,"3,127,200"
INSGNIA,2000,S/WAGON,2wd,,Diesel,,"3,198,195"
OPC,2800,HATCHBACK,2wd,,Petrol,,"4,424,170"
Vectra CDTI SRI AUTO,1910,S/WAGON,2X4,,Diesel,,"2,686,945"
Vivaro CDTi,2000,S/WAGON,,,Diesel,,"3,366,296"
Astra,1686,S/WAGON,,,Petrol,,"2,565,000"
VOLKSWAGEN,,,,,,,
,,,,,,,
Amarok 2.0 TL TDI 4X4 Manual,2000,DCAB,4X4,,Diesel,,"6,185,000"
Amarok 2.0 TL TDI 4X4 Manual,2000,DCAB,4X4,,Diesel,,"6,185,000"
Amarok 2.0 TL TDI 4X4 AT,2000,DCAB,4X4,,Diesel,,"6,550,000"
Amarok Canyon,2000,DCAB,4X4,,Diesel,,"6,990,000"
Amarok 2.0 TL TDI 4X2 Manual,2000,DCAB,4X2,,Diesel,,"5,900,000"
Amarok DC TRENDLINE MT  103KW,2000,DCAB,4X4,,Diesel,,"6,350,000"
Amarok  DC Comfortline MT  103KW,2000,DCAB,4X4,,Diesel,,"6,675,000"
Amarok  DC Comfortline MT  132KW,2000,DCAB,4X4,,Diesel,,"6,950,000"
AMBULANCE LWB MT 2.0TDI,2000,VAN,2WD,,Diesel,,"8,590,000"
Beetle 2.0,1984,SALOON,2WD,,Petrol, ,"3,000,000"
Caddy KOMBI 1.6 mt,1598,S/WAGON,2WD,5,Petrol,,"2,775,000"
Caddy kOMBI 1.6 mt,1598,S/WAGON,2WD,7,Petrol,,"3,200,000"
Caddy delivery,1400,VAN,2WD,,Petrol,,"1,305,000"
Caddy Panel Van 1.6 Manual,1595,VAN,2WD,,Petrol,,"1,900,000"
Caddy Van 2.0 SDI Panel Van Manual,2000,VAN,2WD,,Diesel,1.5t,"2,450,000"
Caddy Van 2.0 SDI Panel Van Manual AC,2000,VAN,2WD,,Diesel,1.5t,"2,650,000"
CC 1.8 DSG SPORTLINE,1800,HATCHBACK,2WD,,Petrol,,"5,175,000"
Citi com 1.4i,1423,HATCHBACK,2WD,,Petrol,,"1,012,500"
Citi com 1.4i a/c,1400,HATCHBACK,2WD,,Petrol,,"1,147,500"
Crafter XLWB Super High Roof Van 103KW,2000,VAN,2WD,,Diesel,,"9,950,000"
Crafter XLWB Super High Roof bus 103KW,2000,VAN,2WD,,Diesel,,"11,300,000"
Crafter BUS,2000,VAN,2wd,,Diesel,27t,"13,600,000"
Golf IV 1.6 Manual,1595,SALOON,2WD,,Petrol, ,"2,500,000"
Golf IV 1.6 Auto,1595,HATCHBACK,2WD,,Petrol,,"2,600,000"
Golf IV 2.0 Auto,2000,HATCHBACK,2WD,,Petrol,,"3,260,188"
Golf V MANUAL,1600,HATCHBACK,2WD,,Petrol,,"2,935,000"
Golf V AUTO,1600,HATCHBACK,2WD,,Petrol,,"3,000,000"
Golf PLUS,2000,HATCHBACK,2WD,,Petrol,,"3,750,000"
Golf MT trend & fun,2000,HATCHBACK,2WD,,Petrol,,"4,400,000"
Golf VI MANUAL,1600,HATCHBACK,2WD,,Petrol,,"3,595,000"
Golf VI DSG,1600,HATCHBACK,2WD,,Petrol,,"3,795,000"
Golf DSG HIGHLINE,1800,HATCHBACK,2WD,,Petrol,,"4,380,000"
Golf ,1197,HATCHBACK,2WD,,Petrol,,"2,817,535"
Golf  gti,1800,SALOON,2WD,,Petrol,,"4,659,178"
Golf GTI 2.0,2000,HATCHBACK,2WD,,Petrol,,"5,176,864"
Golf R,2000,HATCHBACK,2WD,,Petrol,,"6,446,563"
Golf R32,3200,HATCHBACK,2WD,,Petrol,,"11,174,729"
Golf VI Variant,1380,S/WAGON,2WD,,Petrol,,"3,287,125"
Golf VI Variant,1980,S/WAGON,2WD,,Petrol,,"4,716,310"
Jetta 1.6 Comfort Line Auto,1595,SALOON,2WD,,Petrol,62t,"4,450,000"
Jetta 1.6 AT Trendline,1595,SALOON,2WD,,Petrol,,"4,450,000"
Jetta iv 1.6 automatic,1595,SALOON,2WD,,Petrol,,"2,625,000"
Jetta V 1.6 Automatic,1595,SALOON,2WD,,Petrol, ,"2,800,000"
Jetta IV 1.9 TDI,1900,SALOON,2WD,,Diesel,,"2,825,000"
Jetta 1.9 TDI,1900,SALOON,2WD,,Diesel,,"2,695,000"
