MAKE,Model,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Clipper,650,TRK,2WD,,Petrol,,"1,537,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DELICA 1.3L,1300,VAN,2WD,,Petrol,,"2,204,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DELICA 1.3L,1300,VAN,2WD,,Petrol,,"2,310,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DELICA 1.6L,1600,VAN,2WD,,Petrol,,"2,628,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DELICA 1.6L,1600,VAN,2WD,,Petrol,,"2,734,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DELICA 2.0L,2000,VAN,2WD,,Petrol,,"3,052,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DELICA 2.4L,2400,VAN,4WD,,Petrol,,"3,688,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DELICA 2.3L,2300,VAN,4WD,,Diesel,,"4,430,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Delica Van,2000,VAN,4WD,,Petrol,2.56T,"3,891,123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DIAMANTE/MAGMA/VERADA/V3000,2000,SALOON,2WD,,Petrol,,"2,338,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DIAMANTE/MAGMA/VERADA/V3000,2500,SALOON,2WD,,Petrol,,"2,923,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DIAMANTE/MAGMA/VERADA/V3000,3000,SALOON,2WD,,Petrol,,"3,507,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,DION EXCEED,2000,S/WAGON,2WD,,Petrol,,"2,925,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,EK Wagon 2wd,660,S/WAGON,2WD,,Petrol,,"1,666,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,EK Wagon 4wd,660,S/WAGON,2WD,,Petrol,,"1,799,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,TOPPO,650,S/WAGON,2WD,,Petrol,,"1,666,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO BM117 - BUS/COWL CHASSIS TURBO CHARGED,7545,BUS,2WD,,Diesel,13T,"6,960,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO BM117 - SEMI LUXURY BUS 3X2 61+1 SEAT TURBO CHARGED,7545,BUS,2WD,62,Diesel,13T,"9,860,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FH 215JBRB11 CC,6557,TRK,2WD,,Diesel,9.9T,"4,872,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FJ2523C TIPPER,6373,TRK,6X4,,Diesel,25T,"9,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FM 615LHRB11 (Chassis only),6557,BUS,4x2,,Diesel, ,"6,294,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FM 615LHRB11,6557,BUS,4x2,61,Diesel, ,"8,584,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FM 615LHRB11,6557,TRK,4x2,,Diesel,14T,"6,958,840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FM 617,7545,TRK,4X2,,Diesel,14T,"6,728,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FM 627,7545,TRK,4X2,,Diesel,22T,"10,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FM 657LRB11 4x2 Turbo,7545,TRK,4x2,,Diesel,8T,"7,714,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FM 657,7545,TRK,4x2,,Diesel,15T,"7,482,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FN 617RSRB11 6x2,7545,TRK,6x2,,Diesel,21T,"9,280,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FN 617RSRB11 4x2,7545,TRK,4x2,,Diesel,14.3T,"7,273,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FK 618K 6D16,7545,TRK,,,Diesel,4T,"6,871,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FK 619K 6D17,8200,TRK,,,Diesel,4T,"7,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FN 627RSRB11 6x4,7545,TRK,6x4,,Diesel,22T,"8,750,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FY54JY,12800,TRK,6x4,,Diesel,,"17,707,939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO FV 515HRRB11,16031,PM,,,Diesel,24.8T,"7,760,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Fuso FV 517JR2RB1A 6x4,11945,PM,6x4,,Diesel,50T,"13,166,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Fuso 1217C,3907,TIPPER,4X2,,Diesel,13T,"6,635,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Fuso 2523C,6373,TIPPER,4x2,,Diesel,25T,"10,555,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Fuso 2523R,6373,TIPPER,6X2,,Diesel,25T,"10,254,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Fuso FZ4928,6370,PM,6X6,,Diesel,,"8,806,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Fuso FJ2528 wet mixer,,TRK,,,Diesel,25T,"10,205,869",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO 2528,,TRK,6X4,,Diesel,,"10,012,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO 3128,,TRK,8X4,,Diesel,,"10,012,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,FUSO 3128 CONCRETE MIXER,,TRK,8X4,,Diesel,,"12,770,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Galant - EA2ASNHER,1997,SALOON,2WD,,Petrol,,"2,586,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Galant - EA2ASRHER AUTO (K97),1997,SALOON,2WD,,Petrol,,"2,586,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Galant Fortis,1800,SALOON,2WD,,Petrol,,"3,036,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Galant Fortis,1800,SALOON,4WD,,Petrol,,"3,236,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Galant Fortis- CY4A,1997,SALOON,4WD,,Petrol,,"3,596,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,GTO 3000GT,2970,SALOON,2WD,,Petrol,,"3,847,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - K12TUNSRK,1997,SCAB,2WD,,Petrol,,"1,334,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - K14TUNSRK,2477,SCAB,2WD,,Diesel,,"1,461,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - K34TUNSRK,2477,SCAB,4WD,,Diesel,,"1,705,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - K74TJENSR/AC (LA4),2477,DCAB,4WD,,Diesel,,"2,737,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - KA4TNENMR,2477,SCAB,2WD,,Diesel,,"2,233,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - KA4TNENMR TURBO CHARGED,2477,SCAB,2WD,,Diesel,,"2,494,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - KB7TNENMR LSD,2800,SCAB,4WD,,Diesel,,"2,726,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - KB4TGJNXZR TURBO CHARGED DID,2500,DCAB,4WD,,Diesel,,"3,958,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - KB7TNJNMR,2835,DCAB,4WD,,Diesel,,"3,506,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - KB8TGJRXZR TURBO CHARGED DID,3200,DCAB,4WD,,Diesel,,"4,745,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L200 - KL3TJYHFR Highgrade AT,2500,DCAB,4WD,,Diesel,,"5,336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,L300 SWB Manual,2351,VAN,4WD,,Petrol,2.3T,"4,597,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CS1ASNDEBR,1299,SALOON,2WD,,Petrol, ,"1,075,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CS1ASNDR (H29),1299,SALOON,2WD,,Petrol,,"1,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Cedia LA-CS2A,1500,SALOON,2WD,,Petrol,,"1,698,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CS3ASNJEBR,1684,SALOON,2WD,,Petrol,,"1,954,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CS3ASTJER,1584,SALOON,2WD,,Petrol,,"2,140,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CS3ASTJER,1830,SALOON,2WD,,Petrol,,"2,472,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CS5AW,1830,S/WAGON,2WD,,Petrol,,"3,506,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Cedia LA-CS5A,1800,SALOON,2WD,,Petrol,,"2,813,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY1ASNSHR GLX MANUAL,1600,SALOON,2WD,,Petrol,,"2,842,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY1ASRSHR GLX AUTO,1600,SALOON,2WD,,Petrol,,"3,074,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY2ASNSHR GLX MANUAL,1499,SALOON,2WD,,Petrol,,"2,215,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY2ASNSHR GLX AUTO,1499,SALOON,2WD,,Petrol,,"2,447,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY2ASNSR,1468,SALOON,2WD,,Petrol,,"2,169,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY2ASRSHR,1499,SALOON,2WD,,Petrol,,"2,025,353",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY4ASTMHR GLS AUTO,2000,SALOON,2WD,,Petrol,,"3,596,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer - CY4ASTXHR GT  AUTO,2000,SALOON,4WD,,Petrol,,"4,187,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Evolution MR GT GH-CT9W-LYGFZ AT,2000,S/WAGON,4WD,,Petrol,,"4,161,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Evolution MR GT GH-CT9W-LYGFZ MT,2000,S/WAGON,4WD,,Petrol,,"4,272,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Evolution IX GH-CT9A MT,2000,SALOON,4WD,,Petrol,,"4,399,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Evolution IX MR GSR GH-CT9A-SJGFZ MT,2000,SALOON,4WD,,Petrol,,"4,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Evolution X GSR-CBA-CZ4A AT,2000,SALOON,4WD,,Petrol,,"4,726,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer Evolution X GSR-CBA-CZ4A MT,2000,SALOON,4WD,,Petrol,,"4,661,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer cargo CS2V AUTO 1.2,1200,S/WAGON,2WD,,Petrol,,"2,766,060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer cargo CS2V AUTO 1.5,1500,S/WAGON,2WD,,Petrol,,"2,806,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer cargo CS2V AUTO 1.6,1600,S/WAGON,4WD,,Petrol,,"3,351,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Lancer cargo CS2V AUTO 1.8,1800,S/WAGON,2WD,,Petrol,,"3,625,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Minica 3 Doors 2wd,660,S/WAGON,2WD,,Petrol,,"1,533,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Minica 4wd,660,S/WAGON,4WD,,Petrol,,"1,666,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Minica 2wd,660,S/WAGON,2WD,,Petrol,,"1,559,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Minica 5 Doors 4wd,660,S/WAGON,2WD,,Petrol,,"1,693,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Nativa K97W GRHFR ICT AUTO,2835,S/WAGON,4WD,,Diesel,,"4,848,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,OutLander - CU4WXRHEZR,2351,S/WAGON,4WD,,Petrol,,"4,282,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Outlander-CW5WXTSHZR,2400,S/WAGON,4WD,,Petrol,,"4,688,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Outlander-CW5WXTSHZR LEATHER SEAT,2400,S/WAGON,4WD,,Petrol,,"4,831,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Pajero/Shogun Mini,650,S/WAGON,4WD,,Petrol,,"938,325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Pajero/Shogun - V31WNHERK A/C,2350,S/WAGON,4WD,,Petrol,,"3,196,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Pajero/Shogun - V31WNHERK CKD,2350,S/WAGON,4WD,,Petrol,,"3,140,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Pajero/Shogun - V31VNDRK1 A/C,2400,S/WAGON,4WD,,Petrol,,"2,861,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Pajero/Shogun - V36WHNRK,2800,S/WAGON,4WD,,Diesel,,"3,195,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,Pajero/Shogun - V44W,2476,S/WAGON,4WD,,Petrol,,"3,951,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
