,,,,,,,Discontinuation_Year
MAKE,Model,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,Discontinuation_Year
IVECO,Stralis,10308,PM,,,Diesel,Unknown
IVECO,Berlingo,1400,SALOON,,,Petrol,2018
IVECO,Xantia,1800,SALOON,,,Petrol,2001
IVECO,Xsara,1600,SALOON,,,Petrol,2004
JAC,HFC1020 4X2 S/CAB LIGHT TRUCK,2771,TRK,4X2,,Diesel,Unknown
JAC,HFC1048 4X2 S/CAB LIGHT TRUCK,4324,TRK,4X2,,Diesel,Unknown
JAC,HFC1063 4X2 S/CAB LIGHT TRUCK TURBO,3856,TRK,4X2,,Diesel,Unknown
JAC,SINOTRUCK HOWO 6X4 TRACTOR F12 SYNCHROMESH,9726,PM,6X4,,Diesel,Unknown
JAC,SINOTRUCK HOWO 6X4 TIPPER,9726,TRK,6X4,,Diesel,Unknown
JAC,HOWO DUMPER TRUCK ,9726,TRK,6X4,,Diesel,Unknown
JAGUAR,S-Type,3000,SALOON,2WD,,Petrol,2008
JAGUAR,X-Type,2495,SALOON,2WD,,Petrol,2009
JAGUAR,X-Type,2000,SALOON,2WD,,Diesel,2009
JAGUAR,X-Type,2200,SALOON,2WD,,Diesel,2009
JAGUAR,F-Type V6,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type V6S,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Manual 340ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Manual 340ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 340ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 340ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Manual 380ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Manual 380ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 380ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 380ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 380ps,3000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 380ps R-Dynamic,3000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 400ps 400 Sport,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 400ps 400 Sport,3000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 550ps 400 R,5000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Convertible Auto 575ps 400 SVR,5000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Manual 340ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Manual 340ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 340ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 340ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Manual 380ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Manual 380ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 380ps,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 380ps R-Dynamic,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 380ps,3000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 380ps R-Dynamic,3000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 400ps 400 Sport,3000,SALOON,2WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 400ps 400 Sport,3000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type Supercharged Coupe Auto 550ps 400 R,5000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type S/C Coupe Auto 57Sps 400 SVR,5000,SALOON,4WD,,Petrol,2023
JAGUAR,F-Type V8S,5000,SALOON,2WD,,Petrol,2023
JAGUAR,XE Turbocharged Auto Prestige,2000,SALOON,2WD,,Diesel,Unknown
JAGUAR,XE Turbocharged Auto Prestige,2000,SALOON,2WD,,Petrol,Unknown
JAGUAR,XE Turbocharged Auto Portfolio,2000,SALOON,2WD,,Diesel,Unknown
JAGUAR,XF 2.0i 4 Premium Luxury,2000,SALOON,2WD,,Petrol,2015
JAGUAR,XF 2.2 Premium Luxury,2200,SALOON,2WD,,Diesel,2015
JAGUAR,XF 3.0 DS Premium Luxury,3000,SALOON,2WD,,Diesel,2015
JAGUAR,XF V6 Semi Luxury,3000,SALOON,2WD,,Petrol,2015
JAGUAR,XF Turbocharged Auto Prestige,2000,SALOON,2WD,,Diesel,2015
JAGUAR,XF Turbocharged Auto R-Sport,2000,SALOON,2WD,,Diesel,2015
JAGUAR,XF Turbocharged Auto 250ps Prestige,2000,SALOON,2WD,,Petrol,2015
JAGUAR,XF Turbocharged Auto 250ps R-Sport,2000,SALOON,2WD,,Petrol,2015
JAGUAR,XF Turbocharged Auto 250ps Portfolio,2000,SALOON,2WD,,Petrol,2015
JAGUAR,XFR V8 Supercharged,5000,SALOON,2WD,,Petrol,2015
JAGUAR,XJ 5.0i Supercharged Ultimate,5000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ 5.0i Supercharged Supersport,5000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ 3.0i Supercharged Premium luxury,3000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ 2.0i 4 Luxury,2000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ T/C 300ps Luxury,3000,SALOON,2WD,,Diesel,2019
JAGUAR,XJ 2.0i 4 Premium Luxury,2000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ T/C 300ps Premium Luxury,3000,SALOON,2WD,,Diesel,2019
JAGUAR,XJ T/C S/C R-Sport,3000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ T/C 300ps LWB Premium Luxury,3000,SALOON,2WD,,Diesel,2019
JAGUAR,XJ 5.0i NA Portfolio LWB,5000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ T/C Supercharged LWB Portfolio,3000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ T/C Supercharged  LWB Autobiography,5000,SALOON,2WD,,Petrol,2019
JAGUAR,XJ T/C 300ps XJ50,3000,SALOON,2WD,,Diesel,2019
JAGUAR,XJ T/C 300ps LWB XJ50,3000,SALOON,2WD,,Diesel,2019
JAGUAR,XK coupe,5000,COUPE,2WD,,Petrol,2014
JAGUAR,XKR Supercharged coupe,5000,COUPE,2WD,,Petrol,2014
JAGUAR,F-PACE Turbocharged  Auto Pure,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,F-PACE Turbocharged  Auto R-Sport,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,F-PACE Turbocharged  Auto Pure,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,F-PACE Turbocharged  Auto R-Sport,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,F-PACE Auto Pure,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,F-PACE Auto R-Sport,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,F-PACE Supercharged Auto S,3000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,F-PACE Supercharged Auto SVR,5000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps S,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps SE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps HSE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps R- Dynamic,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps R- Dynamic S,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps R- Dynamic SE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 150ps R- Dynamic HSE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps S,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps SE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps HSE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps R- Dynamic,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps R- Dynamic S,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps R- Dynamic SE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 180ps R- Dynamic HSE,2000,S/WAGON,4WD,,Diesel,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps S,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps SE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps HSE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps R- Dynamic,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps R- Dynamic S,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps R- Dynamic SE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 200ps R- Dynamic HSE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps S,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps SE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps HSE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps R- Dynamic,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps R- Dynamic S,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps R- Dynamic SE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 240ps R- Dynamic HSE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 300ps S,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 300ps SE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 300ps HSE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 300ps R- Dynamic S,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 300ps R- Dynamic SE,2000,S/WAGON,4WD,,Petrol,Unknown
JAGUAR,E-PACE Turbocharged Auto 300ps R- Dynamic HSE,2000,S/WAGON,4WD,,Petrol,Unknown
JEEP,Compass 2.0CVT,2000,S/WAGON,2WD,,Petrol,Unknown
JEEP,Commander,3000,S/WAGON,4WD,,Diesel,2010
JEEP,Cherokee KK SPORT 2 DOOR,2800,S/WAGON,4WD,,Diesel,2013
JEEP,Cherokee KK LIMITED 4 DOOR,2800,S/WAGON,4WD,,Diesel,2013
JEEP,Cherokee 2.8 SPORT 5 SPEED AUTO,2800,S/WAGON,4WD,,Diesel,2013
JEEP,Grand Cherokee “Overland” 3.0L CRDI--5 Speed Manual/CRD-5Speed,2768,S/WAGON,4WD,,Diesel,2010
JEEP,Grand Cherokee “Overland” 2.8L CRD LTD -5 Speed Auto,2768,S/WAGON,4WD,,Diesel,2010
JEEP,Grand Cherokee “Summit” 3.0L CRD Auto,2987,S/WAGON,4WD,,Diesel,2010
JEEP,Grand Cherokee “Overland” 3.0L CDI  6 Speed Manual,3000,S/WAGON,4WD,,Diesel,2010
JEEP,Cherokee Limited 3.2,3200,S/WAGON,4WD,,Diesel,Unknown
JEEP,Cherokee Trailhawk,3200,S/WAGON,4WD,,Diesel,Unknown
JEEP,Cherokee 6.4L SRT8,6400,S/WAGON,4WD,,Diesel,Unknown
JEEP,Compass Limited,2000,S/WAGON,2WD,,Diesel,Unknown
JEEP,Grand Cherokee Limited 3.0,3000,S/WAGON,4WD,,Diesel,Unknown
JEEP,Grand Cherokee Overland 3.0,3000,S/WAGON,4WD,,Diesel,Unknown
JEEP,Grand Limited 3.6,3600,S/WAGON,4WD,,Diesel,Unknown
JEEP,Grand Cheokee Limited 3.6,3600,S/WAGON,4WD,,Petrol,Unknown
JEEP,Grand Overland 5.7,5700,S/WAGON,4WD,,Diesel,Unknown
JEEP,Grand Overland,3600,S/WAGON,4WD,,Diesel,Unknown
JEEP,Grand Cherokee Chrysler,4700,S/WAGON,4WD,,Petrol,2004
JEEP,Wrangler SAHARA 2 Door CRDI,2768,S/WAGON,4WD,,Diesel,2018
JEEP,Wrangler SAHARA 4 Door CRDI AUTO,2768,S/WAGON,4WD,,Diesel,2018
JEEP,Wrangler UNLIMITED SAHARA AUTO,3600,S/WAGON,4WD,,Petrol,2018
JEEP,Wrangler UNLIMITED SAHARA AUTO 2 DOOR,3600,S/WAGON,4WD,,Petrol,2018
JEEP,Wrangler Rubicon 2 Door,3600,S/WAGON,4WD,,Petrol,2018
JEEP,Wrangler Rubicon 4 Door,3600,S/WAGON,4WD,,Petrol,2018
JEEP,Patriot,2350,S/WAGON,4WD,,Diesel,2017
JEEP,Patriot,2000,S/WAGON,4WD,,Diesel,2017
KIA,Cerato 1.6,1600,SALOON,2WD,,Diesel,2009
KIA,K2700 Manual,2700,SCAB,2WD,,Diesel,Unknown
KIA,RIO 1.3 RS AUTO,1343,SALOON,2WD,,Petrol,2017
KIA,RIO 1.4 AUTO,1400,SALOON,2WD,,Petrol,2017
KIA,RIO 1.5 LS AUTO,1493,SALOON,2WD,,Petrol,2017
KIA,Sorento XM 2.2 A/T,2200,S/WAGON,4WD,,Diesel,2009
KIA,Sorento 2.5 D M/T,2500,S/WAGON,4WD,,Diesel,2009
KIA,Sorento 2.4 XM A/T,2400,S/WAGON,4WD,,Petrol,2009
KIA,Sportage 2.0 M/T,2000,S/WAGON,4WD,,Petrol,2010
KIA,Sportage 2.0 M/T,2000,S/WAGON,4WD,,Diesel,2010
KIA,Sportage 2.0 A/T,2000,S/WAGON,4WD,,Petrol,2010
KIA,Sportage 2.0 A/T,2000,S/WAGON,4WD,,Diesel,2010
KIA,KIA K2700 DSL Dropside body,2700,PU,2WD,,Diesel,Unknown
KIA,KIA K2700 DSL High Deck,2700,PU,2WD,,Diesel,Unknown
KIA,SHUMA 1.6 LS,1594,SALOON,2WD,,Petrol,2001
KIA,CARENS,1794,S/WAGON,2WD,,Petrol,2006
KIA,Picanto 1.1L,1100,S/WAGON,2WD,,Petrol,2011
KIA,Carnival 2.7L,2700,S/WAGON,2WD,,Petrol,2006
KIA,Sedona LE KNEUP75,2902,S/WAGON,4WD,,Petrol,2005
KIA,SOUL AUTO,1600,S/WAGON,4WD,,Petrol,2013
LANDROVER,Defender 90 Soft Top TD4 Manual,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 90 Station Wagon TD4 Manual,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 90 S/W Heritage,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 90 S/W Adventure,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 Soft Top TD4 Manual,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 Hard Top,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 Pick UP TD4 Manual,2200,PICK UP,4WD,,Diesel,2016
LANDROVER,Defender 110 High Capacity Pick Up TD4 Manual,2200,PICK UP,4WD,,Diesel,2016
LANDROVER,Defender 110 Station Wagon TD4 Manual,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 Crew Cab Pick Up TD4 Manual,2200,DOUBLE  CAB,4WD,,Diesel,2016
LANDROVER,Defender 110 S/W Heritage,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 S/W Adventure,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 130 Cab Chassis TD4 Manual,2200,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 130 Crew Cab High Capacity Pick Up TD4 Manual,2200,PICK UP,4WD,,Diesel,2016
LANDROVER,Defender 110 TD4 FBU LTD EDITION,2400,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 TD4 FBU,2500,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 TD4/109 - FBU,2500,S/CAB,4WD,,Diesel,2016
LANDROVER,Defender 130 TD4- SW(FBU) LTD EDITION,2400,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender TD4 SafariWagon,2500,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender TD4 GAMEVIEWER,2500,P/UP,4WD,,Diesel,2016
LANDROVER,Defender 110 TDI - PU(FBU),2500,SCAB,4WD,,Diesel,2016
LANDROVER,Defender 110 TDI - SW(FBU),2500,S/WAGON,4WD,,Diesel,2016
LANDROVER,Defender 110 TDI - SafariWagon/Santana,2500,S/WAGON,4WD,,Diesel,2016
LANDROVER,SANTANA PS10,2800,S/WAGON,4WD,,Diesel,2011
LANDROVER,Discovery  SDV6 Granite,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery  SDV6 Landmark,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery  SDV6 S,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery  Si4 HSE,2000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery Si4 HSE LUXURY,2000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery Si6 S,3000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery Si6 SE,3000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery Si6 HSE Luxury,3000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery Si6 First Edition,3000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery TD6,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery TD6 SE,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery TD6 HSE,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery TD6 HSE Luxury,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery TD6 First Edition,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery III TDV6 SE,2700,ESTATE,4WD,,Diesel,2009
LANDROVER,Discovery III TDV6 S SPECIAL,2700,ESTATE,4WD,,Diesel,2009
LANDROVER,Discovery III TDV6 HSE,2700,ESTATE,4WD,,Diesel,2009
LANDROVER,Discovery IV TDV6 SE,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery IV TDV6 HSE,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery IV 4TDV6 XS,3000,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery IV 2.7L TDV6 S,2700,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery IV 2.7L V6 PE SE HIGH SPEC,2700,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery IV 2.7L TDV6 HSE,2700,ESTATE,4WD,,Diesel,2016
LANDROVER,Discovery 5.0L P SE,5000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery 5.0L P HSE,5000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery ES V8 (7 Seats),3947,ESTATE,4WD,,Petrol,2004
LANDROVER,Discovery 3.0 V6 SE,3000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery 3.0 V6 HSE,3000,ESTATE,4WD,,Petrol,2016
LANDROVER,Discovery Sport Si4,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Discovery sport Si4 Pure,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Discovery sport Si4 SE,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Discovery sport Si4 HSE,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Discovery sport Si4 HSE LUXURY,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Discovery Sport SD4 Pure,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery Sport SD4 SE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery Sport SD4 HSE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery Sport SD4 HSE LUXURY,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery (L462) S,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery (L462) SE,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery (L462) HSE,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery (L462) HSE LUXURY,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Discovery (L462) S,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Discovery (L462) SE,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue SD4 S,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 SE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 HSE,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 SE Plus,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 SE Dynamic Special Edition,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 HSE DYNAMIC,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 Coupe HSE Dynamic,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 Convertible HSE Dynamic,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue SD4 Autobiography,2000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Evogue Si4 S,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 SE,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 SE Plus,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 SE Dynamic Special Edition,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 HSE,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 HSE DYNAMIC,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 Autobiography,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 Coupe HSE Dynamic,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Evogue Si4 Convertible HSE Dynamic,2000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport 4.2P,4200,ESTATE,4WD,,Petrol,2009
LANDROVER,Range Rover Sport SDV8 HSE DYNAMIC,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Sport SDV8 AutoBiography Dynamic,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Sport SDV6 SE,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Sport SDV6 HSE,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Sport SDV8 HSE Dynamic,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover Sport TDV6 S,3000,ESTATE,4WD,,Diesel,2013
LANDROVER,Range Rover Sport TDV6 SE,3000,ESTATE,4WD,,Diesel,2013
LANDROVER,Range Rover Sport TDV6 HSE,3000,ESTATE,4WD,,Diesel,2013
LANDROVER,Range Rover sport 3.6L TDV8 SE,3600,ESTATE,4WD,,Diesel,2013
LANDROVER,Range Rover Sport 3.6L TDV8 HSE,3600,ESTATE,4WD,,Diesel,2013
LANDROVER,Range Rover sport 4.2 L TDV8 SC,4200,ESTATE,4WD,,Diesel,2013
LANDROVER,Range Rover Sport V6 Supercharged S,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V6 Supercharged SE,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V6 Supercharged HSE,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V6 Supercharged HST,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V6 AB Dynamic,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V8 Supercharged HSE Dynamic,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V8 AutoBiography Dynamic,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V8 Supercharged Autobiography Dynamic,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover Sport V8 Supercharged SVR,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover SDV8 Vogue SE -SWB,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover SDV8 Vogue Autobiography-SWB,4400,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover TDV6 Vogue -SWB,3000,ESTATE,4WD,,Diesel,2012
LANDROVER,Range Rover TDV8 VOGUE,3600,ESTATE,4WD,,Diesel,2012
LANDROVER,Range Rover V6 (340PS) Vogue-SWB,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V6 (340PS) Vogue SWB,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover V6 (380PS) Vogue SE-SWB,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V6 (380PS)Vogue SE SWB,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover V6 (380PS) Autobiography-SWB,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V6  (380PS) Autobiography SWB,3000,ESTATE,4WD,,Diesel,Unknown
LANDROVER,Range Rover V6 (380PS) Vogue LWB,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V6 (380PS) Vogue SE- LWB,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V6 (380PS) Autobiography - LWB,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V6 SV Autobiography-LWB,3000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V8 Super charged Vogue SWB,5000,ESTATE,4WD,,Petrol,Unknown
LANDROVER,Range Rover V8 Supercharged Vogue SE-SWB,5000,ESTATE,4WD,,Petrol,Unknown
